,latitud,longitud,property_type,property_rooms,property_surface_total,property_price
306545,-34.587734,-58.3868906,Departamento,3.0,113.0,330000.0
42135,-34.615468,-58.3836786,PH,3.0,75.0,110000.0
336297,-34.6076130613,-58.4053942678,Departamento,2.0,73.0,110000.0
145977,-34.6089179,-58.377604,Departamento,7.0,266.0,531000.0
68745,-34.6781672,-58.4913539,Departamento,3.0,110.0,40000.0
445341,-34.6313869,-58.484634,Departamento,4.0,71.0,150000.0
327453,-34.5984689,-58.4276724,Departamento,3.0,64.0,159900.0
157360,-34.6130863,-58.4387919,Departamento,4.0,80.0,145000.0
371270,-34.626866,-58.4295964,PH,2.0,54.0,80000.0
86567,-34.6076727,-58.3892889,Departamento,2.0,44.0,74000.0
452619,-34.6054815,-58.4313038,Departamento,1.0,43.0,80000.0
99133,-34.5681243,-58.471432,Departamento,3.0,50.0,129000.0
349789,-34.6272114,-58.5142708,PH,3.0,143.0,149000.0
182358,-34.6002136,-58.4482391,Departamento,4.0,103.0,285000.0
406493,-34.557632,-58.4468754,Departamento,3.0,125.0,540000.0
89929,-34.6291964791,-58.4167957306,PH,3.0,91.0,92000.0
74487,-34.5909209851,-58.4004449844,Departamento,4.0,160.0,349000.0
106240,-34.6277605,-58.3912717,Departamento,1.0,39.0,72000.0
213185,-34.5943112,-58.4663454,PH,4.0,148.0,170000.0
451720,-34.6263047,-58.4848178,Departamento,2.0,42.0,65000.0
215612,-34.5926397,-58.3950119,Departamento,3.0,80.0,230000.0
22789,-34.5706838127,-58.4305715561,Departamento,4.0,79.0,260000.0
310182,-34.577967,-58.430416,Departamento,3.0,99.0,374600.0
161241,-34.6383253,-58.4951927,Casa,5.0,286.0,275000.0
343975,-34.6062777,-58.4502517,Departamento,4.0,105.0,150000.0
311346,-34.623541088,-58.4324598265,PH,5.0,214.0,588000.0
393720,-34.6090429,-58.4987771,PH,3.0,78.0,134900.0
61150,-34.579553,-58.482499,PH,4.0,92.0,180000.0
418775,-34.5586939,-58.4524793,Departamento,4.0,90.0,249000.0
11108,-34.5816886,-58.4511583,Departamento,3.0,75.0,225000.0
346858,-34.6267480847,-58.4566906191,Departamento,1.0,33.0,89000.0
376960,-34.6090122,-58.5021871,Departamento,1.0,35.0,87000.0
238440,-34.5921089,-58.4074334,Departamento,3.0,79.0,179000.0
31102,-34.6112276,-58.4275243,Departamento,1.0,33.0,72000.0
432112,-34.5985912,-58.4855892,Departamento,3.0,68.0,125000.0
422903,-34.6251828,-58.4097438,Departamento,1.0,28.284941519050555,45000.0
107016,-34.594623,-58.5079683,Departamento,3.0,71.0,215000.0
211699,-34.5451392,-58.4849255,PH,4.0,170.0,235000.0
397391,-34.608484,-58.423824,Departamento,2.0,61.0,109000.0
60259,-34.6012101,-58.3806013,Departamento,2.0,54.0,82000.0
280399,-34.5837536,-58.4678969,Departamento,3.0,67.0,124000.0
129131,-34.6248406,-58.4317986,Departamento,2.0,69.0,165640.0
293935,-34.5933674853,-58.3703613281,Departamento,3.0,68.0,110000.0
46383,-34.580785,-58.4310464,Departamento,2.0,60.0,159900.0
174344,-34.6237734,-58.4361125,Departamento,3.0,75.0,130000.0
366999,-34.5707899,-58.4442641,Departamento,2.0,41.0,119500.0
352446,-34.613675659,-58.4289228917,Departamento,4.0,113.0,240000.0
151021,-34.5830274,-58.4755995,PH,4.0,137.53970980123447,218500.0
93276,-34.6228034,-58.4004254,Departamento,2.0,40.0,59000.0
330892,-34.5634355,-58.4403371,Departamento,4.0,150.0,340000.0
110782,-34.5960619,-58.4339894,Departamento,3.0,113.0,235000.0
229597,-34.6402823342,-58.5094634414,PH,3.0,72.0,99000.0
398290,-34.634709,-58.480246,Departamento,3.0,91.0,130000.0
155777,-34.5594387,-58.454836,Departamento,3.0,115.0,299000.0
197031,-34.5905033,-58.4088623,Departamento,4.0,115.41828273812922,212000.0
118032,-34.620644,-58.3958032,Departamento,1.0,42.0,79900.0
429139,-34.5679804389,-58.4558916092,Departamento,4.0,141.0,318437.0
273918,-34.6356923,-58.450311,Departamento,4.0,128.0,163000.0
30841,-34.5682313,-58.4899384,Casa,7.0,310.0,490000.0
10149,-34.5954173267,-58.4410832534,Departamento,1.0,34.0,138906.0
340142,-34.62303925,-58.39402771,Departamento,3.0,65.0,114537.0
212788,-34.6112867,-58.4015107,Departamento,2.0,37.0,62500.0
213947,-34.5994823,-58.4077542,Departamento,1.0,28.0,45000.0
238566,-34.57101,-58.444259,Departamento,4.0,60.0,148000.0
26447,-34.6252928,-58.3912856,Departamento,4.0,124.0,139000.0
274854,-34.5541922,-58.4363887,Departamento,1.0,41.0,125000.0
88322,-34.6168552,-58.4947201,PH,3.0,208.0,165000.0
399003,-34.6099625986,-58.3820016074,Departamento,2.0,36.0,72000.0
38139,-34.5664273,-58.4322666,Departamento,3.0,270.0,650000.0
398082,-34.557109,-58.451023,Departamento,3.0,55.0,139000.0
316045,-34.6308279,-58.4714931,Departamento,3.0,100.0,72000.0
217985,-34.6006563,-58.4436007,Departamento,5.0,130.0,259000.0
230915,-34.5957239,-58.4137867,Departamento,2.0,55.0,169000.0
303274,-34.5693782509,-58.4772313634,Departamento,3.0,113.0,335000.0
277239,-34.5758639434,-58.4072107237,Departamento,6.0,212.0,590000.0
130429,-34.61669,-58.505223,PH,3.0,84.0,170000.0
246851,-34.5533852,-58.478677,Departamento,1.0,30.0,65000.0
124886,-34.6108266,-58.4319917,Casa,5.0,250.0,320000.0
229201,-34.6233824,-58.455306,Departamento,2.0,47.0,90000.0
173820,-34.5577138857,-58.478937149,Departamento,1.0,43.0,79000.0
381278,-34.573855,-58.4219,Departamento,3.0,63.0,169000.0
397479,-34.5962197,-58.4242566,Departamento,1.0,31.0,89000.0
450307,-34.5807433,-58.4076433,Departamento,3.0,44.0,119000.0
452974,-34.6552214294,-58.5060811043,PH,4.0,85.0,110000.0
220465,-34.5627279,-58.4692757,Departamento,2.0,56.0,160000.0
26191,-34.6184513,-58.3975239,Departamento,2.0,49.0,90000.0
11228,-34.5630088,-58.4913845,Departamento,2.0,50.0,135000.0
430892,-34.6596399049,-58.4812009335,Departamento,2.0,39.0,42000.0
157974,-34.612507,-58.4328678,Departamento,2.0,44.0,120000.0
176316,-34.6157623,-58.3914471,Departamento,3.0,60.0,110000.0
430851,-34.5851788,-58.5123741,Departamento,2.0,61.0,100000.0
2559,-34.5619164,-58.4515274,Departamento,3.0,78.0,239000.0
43171,-34.6108915,-58.50302,Departamento,2.0,32.0,65000.0
415462,-34.597517,-58.389843,Departamento,2.0,38.0,95000.0
411677,-34.5993963,-58.3855707,Departamento,1.0,28.0,62000.0
383052,-34.5765137242,-58.4604258133,PH,7.0,214.0,260000.0
104408,-34.5736687,-58.491846,PH,4.0,144.0,249000.0
366225,-34.5731409,-58.4608811,Departamento,4.0,125.0,370000.0
246722,-34.5666507,-58.4627466,Departamento,2.0,33.0,95000.0
162396,-34.6250266,-58.4383354,Departamento,2.0,70.0,175000.0
393275,-34.646972,-58.38354,PH,4.0,136.0,238000.0
281152,-34.606102,-58.3967881,Departamento,3.0,62.0,85000.0
127813,-34.6265119,-58.4638228,PH,5.0,124.0,85000.0
458405,-34.6043951,-58.389809,Departamento,4.0,87.0,150000.0
247069,-34.5951338665,-58.4335327148,Departamento,2.0,115.0,280000.0
223840,-34.6546891,-58.5223461,PH,3.0,71.0,154800.0
72711,-34.583688,-58.469951,Departamento,2.0,51.0,80500.0
93267,-34.623093,-58.3983968,Departamento,4.0,103.0,115000.0
115257,-34.6110046,-58.4003214,Departamento,5.0,100.0,180000.0
409707,-34.618799,-58.4437857,PH,3.0,91.0475129609063,138000.0
99283,-34.6166677,-58.4328786,Departamento,3.0,89.0,195000.0
25723,-34.5505127,-58.4713761,Departamento,1.0,50.0,141455.0
147402,-34.5726198,-58.4299932,Departamento,3.0,140.0,419000.0
254149,-34.5944489,-58.3801025,Departamento,1.0,26.0,68000.0
236981,-34.5705179,-58.4914578,PH,3.0,89.0,180000.0
170351,-34.6208473,-58.3886687,Departamento,2.0,48.0,79000.0
137672,-34.6082168,-58.3933585,PH,4.0,125.33478452503846,100000.0
108982,-34.611513,-58.362036,Departamento,2.0,80.0,450000.0
104412,-34.563934,-58.493721,PH,2.0,39.0,94800.0
66643,-34.5577953,-58.4564182,Departamento,2.0,51.0,158000.0
290520,-34.5947479,-58.4295108,Departamento,2.0,46.0,80850.0
123574,-34.6032284,-58.3980957,Departamento,2.0,42.0,80000.0
196535,-34.6191187,-58.4378233,Departamento,2.0,68.0,132000.0
375322,-34.561839,-58.4675316,Departamento,2.0,47.0,112000.0
41336,-34.6020232,-58.4129532,Departamento,3.0,64.0,185000.0
37385,-34.5718842,-58.4800664,Departamento,3.0,60.0,185000.0
187724,-34.5551459,-58.4531006,Departamento,3.0,49.0,139000.0
81881,-34.5749868,-58.4206108,Departamento,2.0,150.0,520000.0
204208,-34.6208319093,-58.3680438767,Departamento,3.0,126.89948095973207,370000.0
456257,-34.615233,-58.491812,PH,3.0,50.0,89000.0
444438,-34.6039563787,-58.4430384636,PH,4.0,102.0,176000.0
50692,-34.624851,-58.434546,Departamento,2.0,44.0,109900.0
339919,-34.6238375141,-58.4284424555,Departamento,2.0,37.0,68000.0
42600,-34.5869526,-58.4014307,Departamento,1.0,23.0,67000.0
178383,-34.5976227,-58.4309572,Departamento,2.0,31.0,79900.0
260790,-34.5874424,-58.3957457,Departamento,2.0,42.0,88000.0
301211,-34.686299,-58.465827,Departamento,3.0,102.0,45000.0
27530,-34.5877805,-58.4228169,Departamento,3.0,75.0,322000.0
328868,-34.6172303,-58.4000201,Casa,5.0,226.0,295000.0
92764,-34.6112124,-58.4028512,Departamento,3.0,83.0,120000.0
438159,-34.6313058,-58.4007781,Departamento,1.0,29.0,66700.0
430797,-34.5960517,-58.4277245,Departamento,3.0,78.0,223200.0
354276,-34.592705,-58.3968328,Departamento,1.0,24.0,53000.0
149350,-34.553906,-58.4520949,Departamento,1.0,40.0,105000.0
443053,-34.6023594,-58.4364885,Departamento,3.0,34.0,75000.0
360651,-34.6430603,-58.3613523,Casa,6.0,199.0,160000.0
376504,-34.5632652,-58.441258,Departamento,2.0,46.0,113000.0
306798,-34.5997401,-58.4352832,Departamento,2.0,54.0,136000.0
287517,-34.5867838,-58.451005,Departamento,2.0,51.0,125000.0
6631,-34.6131479,-58.3975534,PH,5.0,205.0,199500.0
452579,-34.6018343,-58.4053853,Departamento,3.0,91.0,135000.0
72638,-34.602837,-58.386307,Departamento,5.0,91.0,149000.0
118120,-34.6319712,-58.4446515,Departamento,2.0,56.0,119000.0
426113,-34.5756662713,-58.4386879206,Departamento,2.0,65.0,168000.0
23156,-34.5430842,-58.481304,Departamento,3.0,90.0,125000.0
436538,-34.5719503,-58.4489567,Departamento,1.0,30.0,74831.0
211098,-34.5669752,-58.4535227,Departamento,4.0,110.0,382000.0
360662,-34.6190098,-58.4104726,PH,3.0,100.0,139900.0
452657,-34.6195590677,-58.4287261963,Departamento,1.0,20.0,41000.0
107437,-34.623196,-58.461363,Departamento,5.0,154.0,323500.0
402859,-34.6013568,-58.4270583,Departamento,3.0,54.0,112000.0
51903,-34.6260386,-58.5278776,Casa,4.0,180.0,168000.0
22765,-34.5794824206,-58.4242630005,Departamento,4.0,98.0,170000.0
56775,-34.6094502,-58.4307215,Departamento,5.0,190.0,364900.0
34078,-34.556978,-58.462424,Departamento,1.0,34.0,115000.0
254609,-34.5820765,-58.4522023,Departamento,3.0,50.0,145000.0
347050,-34.5929135002,-58.4121872462,Departamento,5.0,220.0,299800.0
58641,-34.5784816003,-58.4989597449,PH,2.0,60.0,220000.0
233590,-34.642981,-58.504152,Departamento,3.0,72.0,165000.0
61820,-34.6386009,-58.4207246,Departamento,1.0,24.0,36000.0
66451,-34.60681,-58.4276765,Departamento,1.0,24.0,97000.0
198759,-34.6246225,-58.4581593,Departamento,2.0,49.0,116000.0
215585,-34.5791632,-58.4557246,Departamento,2.0,61.0,124295.0
236872,-34.5904292,-58.5087741,Departamento,2.0,50.0,130000.0
456209,-34.6123607,-58.4790349,Departamento,3.0,80.0,112000.0
6876,-34.6462235,-58.3697709,Casa,6.0,200.0,300000.0
321814,-34.6462959,-58.4092771,Departamento,5.0,190.0,160000.0
444024,-34.5945454,-58.387578,Departamento,4.0,119.0,285000.0
10203,-34.5776923,-58.4667063,Departamento,3.0,93.0,285000.0
356014,-34.6221134,-58.4235223,PH,4.0,162.0,133000.0
273785,-34.6175879,-58.3776243,Departamento,2.0,35.0,65000.0
348220,-34.6397979,-58.420751,Departamento,3.0,132.0,240000.0
91922,-34.5437015,-58.4732608,Departamento,4.0,90.0,164900.0
32118,-34.5881748,-58.3954478,Departamento,2.0,47.0,119000.0
429121,-34.5746327007,-58.4483706951,Departamento,3.0,67.0,129000.0
459876,-34.5754285,-58.4544586,Departamento,2.0,74.0,158000.0
167789,-34.6346519001,-58.4773561313,Departamento,3.0,70.0,170000.0
120830,-34.6163777,-58.4318384,Departamento,3.0,93.0,186000.0
118041,-34.6174827,-58.3611094,Departamento,2.0,112.0,285000.0
295206,-34.5488722,-58.4680931,Departamento,2.0,42.0,159000.0
248502,-34.6123593,-58.4787836,Departamento,3.0,120.0,167000.0
200732,-34.5689748,-58.4520369,Departamento,3.0,126.0,280000.0
80937,-34.5987748448,-58.4148216263,PH,3.0,96.0,169999.0
148332,-34.5849557,-58.4900276,PH,4.0,142.0,190000.0
108452,-34.544349,-58.462657,Departamento,2.0,45.0,155000.0
381401,-34.562382,-58.454691,Departamento,4.0,116.0,349900.0
73404,-34.5842594,-58.4692219,Departamento,3.0,104.01524606686456,220000.0
337545,-34.6300183,-58.3740706,Departamento,3.0,56.0,129000.0
256427,-34.5854618,-58.4415222,Departamento,4.0,161.0,365000.0
178061,-34.6083201,-58.3948227,Departamento,2.0,39.0,66000.0
86758,-34.585977,-58.4748965,Departamento,2.0,50.0,118000.0
378289,-34.6176401,-58.4000465,Departamento,2.0,43.0,72000.0
202272,-34.6372221,-58.4276227,PH,3.0,100.0,132000.0
56100,-34.54848,-58.465611,Departamento,3.0,67.0,155000.0
213757,-34.5806319,-58.4400989,Departamento,3.0,86.0,374900.0
235518,-34.6216042497,-58.3618844386,Departamento,2.0,68.0,375000.0
399385,-34.5904547,-58.4793355,Departamento,1.0,34.0,67000.0
40591,-34.6285552,-58.4559911,Departamento,2.0,53.0,130000.0
372620,-34.5683173,-58.4444149,Departamento,3.0,110.0,220000.0
279080,-34.6247828,-58.4463684,Departamento,3.0,80.0,220000.0
188112,-34.6203276,-58.4639793,Departamento,2.0,52.0,125000.0
300559,-34.6275258,-58.4262825,Departamento,2.0,47.0,115000.0
321240,-34.6292875,-58.3708398,Departamento,2.0,32.0,58000.0
447719,-34.5780073,-58.4877659,Departamento,3.0,90.0,320000.0
7564,-34.5621109,-58.4595856,Departamento,4.0,130.0,260000.0
135500,-34.6052293,-58.3860859,Departamento,2.0,36.0,45500.0
64715,-34.6441784,-58.4918459,PH,2.0,93.0,109000.0
182142,-34.5896843,-58.39048,Departamento,4.0,109.0,350000.0
414854,-34.5865274,-58.3982787,Departamento,2.0,43.0,87000.0
67573,-34.5807258,-58.4527408,Departamento,2.0,54.0,115000.0
308777,-34.5910575,-58.4470734,Departamento,3.0,60.0,90000.0
172103,-34.6053573,-58.448921,Casa,5.0,260.0,390000.0
355943,-34.6121674,-58.4843003,Departamento,1.0,36.0,89900.0
288854,-34.5921884,-58.3790738,Departamento,5.0,201.0,630000.0
118993,-34.6001479,-58.4315036,Departamento,2.0,41.0,108000.0
113580,-34.5845809,-58.4051418,Departamento,3.0,60.0,215000.0
433724,-34.5929535,-58.3778281,Departamento,5.0,372.0,790000.0
318075,-34.6011839,-58.4055437,Departamento,3.0,68.0,138000.0
129211,-34.5982009,-58.4090763,Departamento,3.0,82.65662683352154,122000.0
403160,-34.5510691069,-58.4767073393,Departamento,2.0,58.0,153000.0
426213,-34.5966,-58.41186,Departamento,2.0,71.0,149000.0
137059,-34.5819099,-58.4493808,Departamento,2.0,52.0,162604.0
431376,-34.5635938954,-58.4947621822,Departamento,3.0,75.0,159000.0
259746,-34.5876839,-58.3845487,Departamento,3.0,120.0,270000.0
281221,-34.5719503,-58.4489567,Departamento,2.0,57.0,138500.0
383044,-34.5781186,-58.4557136,Casa,6.0,510.0,690000.0
354726,-34.6229,-58.4959,PH,4.0,165.0,274900.0
254538,-34.5913193,-58.3893255,Departamento,2.0,53.70901007772514,129000.0
280304,-34.5870769,-58.4124284,Departamento,4.0,105.0,329000.0
449793,-34.5973905,-58.4262146,Departamento,3.0,80.0,175000.0
452743,-34.6250632,-58.4431891,Departamento,3.0,42.0,89000.0
143149,-34.6314235,-58.4159701,Departamento,2.0,32.0,59000.0
258231,-34.58555984,-58.51314163,PH,3.0,112.0,162000.0
323142,-34.5976537,-58.4022868,Departamento,1.0,51.0,99000.0
33313,-34.598737,-58.426602,Departamento,3.0,74.0,217268.0
4147,-34.6245668,-58.3835002,PH,3.0,62.0,90000.0
352753,-34.5740637,-58.4460504,Departamento,3.0,96.0,570000.0
156998,-34.6316583,-58.4172704,Departamento,2.0,62.0,140000.0
15414,-34.6219252636,-58.3780539036,Departamento,2.0,40.0,58000.0
95422,-34.5835728,-58.5022895,Departamento,3.0,60.0,90000.0
260183,-34.5422956,-58.4642452,Departamento,1.0,47.0,145137.0
9317,-34.5516069,-58.4701897,Departamento,1.0,46.0,116000.0
321087,-34.5921189142,-58.4043517545,Departamento,4.0,109.0,360000.0
2601,-34.593436225,-58.4097352463,Departamento,3.0,80.0,156000.0
108540,-34.5806096,-58.430625,Departamento,2.0,60.0,139900.0
185655,-34.6473231,-58.5078931,PH,3.0,70.0,149000.0
450270,-34.5785014,-58.4232219,Departamento,2.0,32.0,67500.0
44041,-34.5660071917,-58.4539505468,Departamento,3.0,89.0,182000.0
176685,-34.6403813,-58.4781741,Departamento,1.0,80.0,137000.0
254745,-34.6018439,-58.3892121,Departamento,3.0,66.0,115000.0
225778,-34.6264475,-58.4900271,Casa,6.0,238.44267273120275,455000.0
381514,-34.587461,-58.401332,Departamento,2.0,46.0,165000.0
130059,-34.61761132,-58.3740198612,Departamento,1.0,61.0,85000.0
301701,-34.5533715,-58.4760243,PH,4.0,135.0,179900.0
31075,-34.5430209,-58.4626876,Departamento,2.0,50.0,210000.0
444043,-34.6011117,-58.3998172,Departamento,1.0,44.0,47000.0
376477,-34.5872754,-58.4213708,Departamento,2.0,38.0,122000.0
282209,-34.5501995913,-58.4535098076,Departamento,3.0,62.0,167000.0
59501,-34.6303659,-58.4181588,PH,3.0,94.0,120000.0
383861,-34.5895877,-58.4313518,Casa,5.0,290.0,815000.0
181767,-34.5848736,-58.4189928,Departamento,3.0,89.0,229000.0
67571,-34.619018,-58.4413254,Departamento,2.0,35.0,58000.0
104183,-34.599947,-58.484311,Departamento,2.0,41.0,105000.0
246927,-34.619209,-58.3860008,Departamento,2.0,44.0,75000.0
216643,-34.554823,-58.4496129,Departamento,2.0,42.0,185000.0
12209,-34.5748903,-58.422306,Departamento,4.0,140.0,580000.0
266955,-34.5813424,-58.4763485,PH,3.0,146.0,170000.0
343634,-34.552133,-58.4539525,Departamento,4.0,113.0,284800.0
227864,-34.5979424129,-58.4258805848,Departamento,2.0,51.0,125000.0
312263,-34.5535206,-58.4667147,Departamento,2.0,54.0,125000.0
241634,-34.590179,-58.488192,PH,3.0,76.0,155000.0
167091,-34.5547243946,-58.4674246153,Departamento,3.0,95.0,349000.0
422577,-34.5978186942,-58.4537887573,Departamento,2.0,35.0,57000.0
271048,-34.605149,-58.390703,Departamento,5.0,135.0,159000.0
432195,-34.5887394,-58.4952856,PH,3.0,60.0,125000.0
257940,-34.5871662,-58.4071575,Departamento,2.0,43.0,154000.0
187633,-34.610446,-58.408441,Departamento,1.0,33.0,44900.0
150418,-34.6022459607,-58.4074435706,Departamento,2.0,41.0,82000.0
456123,-34.6378927,-58.447884,Departamento,2.0,42.0,79660.0
422716,-34.6315811871,-58.4275386396,Departamento,2.0,41.0,99000.0
14620,-34.5755289,-58.4816362,Departamento,2.0,70.0,135000.0
197717,-34.628390961,-58.4522971313,Departamento,3.0,102.0,360000.0
299890,-34.5919005,-58.3967972,Departamento,1.0,25.0,105000.0
291638,-34.5613612,-58.4637579,Departamento,3.0,88.0,282851.0
363750,-34.6055209,-58.4977683,Casa,7.0,381.0,550000.0
147833,-34.6099171765,-58.3762737652,Departamento,2.0,43.0,70000.0
162227,-34.5635367,-58.4650521,Departamento,2.0,32.0,78000.0
172480,-34.5606328,-58.4581939,Departamento,5.0,145.0,298000.0
258454,-34.5801147,-58.4829689,Departamento,2.0,47.0,75000.0
157306,-34.5915846,-58.4010955,Departamento,4.0,90.0,260000.0
174819,-34.6306953,-58.4248807,PH,4.0,113.0,150000.0
299075,-34.5968076,-58.4003781,Departamento,2.0,58.28585705629864,105000.0
136474,-34.5826105,-58.4697235,Departamento,1.0,39.0,96500.0
74714,-34.630173,-58.428225,Departamento,1.0,44.0,81500.0
312260,-34.5482647,-58.4700025,Departamento,2.0,73.0,112000.0
237415,-34.6232495975,-58.3509635925,PH,4.0,109.0,280000.0
225160,-34.5696463,-58.4998374,PH,4.0,121.0,200000.0
439687,-34.5974688,-58.3734694,PH,2.0,53.0,95000.0
290468,-34.601953354,-58.426967381,Departamento,3.0,49.0,128900.0
126676,-34.5993566,-58.3988484,Departamento,2.0,42.0,80900.0
453020,-34.6163792,-58.3902002,Departamento,2.0,33.0,80000.0
270305,-34.6346611,-58.4686082,Departamento,3.0,65.0,180000.0
445391,-34.5931302,-58.4006069,Departamento,3.0,78.0,180000.0
319386,-34.6126598,-58.4617132,Departamento,1.0,63.0,81000.0
367796,-34.5824408,-58.4722551,Departamento,3.0,82.0,159900.0
392516,-34.5797264,-58.4293644,Departamento,1.0,33.0,86400.0
386905,-34.5798946487,-58.4328460693,PH,3.0,82.0,175000.0
39317,-34.6254899,-58.4739032,Departamento,3.0,70.0,100000.0
260800,-34.550965,-58.491701,Departamento,1.0,52.0,135000.0
369292,-34.572096,-58.5003864,Casa,6.0,408.0,419000.0
396868,-34.629168,-58.3659502,Departamento,1.0,34.0,53999.0
425996,-34.5728476,-58.4221649,Departamento,1.0,29.0,86000.0
317314,-34.621644,-58.3873022,Departamento,3.0,65.0,115000.0
451150,-34.6458338,-58.3721735,Departamento,1.0,38.0,62000.0
436223,-34.5608605,-58.4660319,Departamento,3.0,84.9450503228083,142000.0
361738,-34.57734458,-58.39864465,Departamento,4.0,190.17345005482974,750000.0
104377,-34.5524382,-58.4957855,PH,2.0,77.0,110000.0
225373,-34.6121378,-58.4745384,PH,3.0,137.0,230000.0
263228,-34.6680208,-58.5045432,Casa,1.0,200.0,220000.0
217500,-34.6287137,-58.413872,Departamento,3.0,100.0,165000.0
66690,-34.5871755,-58.4056659,Departamento,2.0,59.0,93000.0
440573,-34.541616,-58.4733768,Departamento,2.0,48.0,105000.0
452251,-34.597435,-58.4046068,Departamento,3.0,72.0,120000.0
142135,-34.5923711,-58.3966315,Departamento,3.0,78.0,298000.0
375950,-34.5784188,-58.4832083,Departamento,2.0,75.0,120000.0
83658,-34.6156905,-58.4597641,Departamento,3.0,67.0,160000.0
